9	1113164	30	休闲游戏
9	1160523	27	社交
9	28320	27	棋类游戏
9	1153807	26	社交
10	1157376	2290	视频
10	27146	260	策略游戏
10	1163919	186	视频
10	29071	46	赚钱
10	1134631	36	社交
10	1150973	36	社交
10	1116468	34	视频
10	1160523	30	社交
10	1113164	30	休闲游戏
10	1153807	29	社交
11	1157376	2254	视频
11	27146	270	策略游戏
11	1163919	215	视频
11	1134631	46	社交
11	1150973	38	社交
11	29071	37	赚钱
11	1160523	34	社交
11	1116468	29	视频
11	1156675	29	视频
11	28320	27	棋类游戏
12	1157376	3005	视频
12	27146	352	策略游戏
12	1163919	252	视频
12	1134631	63	社交
12	1150973	54	社交
12	29071	44	赚钱
12	1156675	40	视频
12	1116077	40	手机应用
12	1160523	39	社交
12	1153807	36	社交
13	1157376	3205	视频
13	27146	311	策略游戏
13	1163919	240	视频
13	1134631	51	社交
13	1150973	44	社交
13	1156675	41	视频
13	1116077	41	手机应用
13	29071	39	赚钱
13	1160523	33	社交
13	47683	33	游戏应用
14	1157376	2675	视频
14	27146	260	策略游戏
14	1163919	210	视频
14	29071	38	赚钱
14	1150973	36	社交
14	1134631	35	社交
14	1160523	34	社交
14	1116077	30	手机应用
14	1153807	29	社交
14	1113164	28	休闲游戏
15	1157376	2604	视频
15	27146	263	策略游戏
15	1163919	204	视频
15	1150973	34	社交
15	1116468	32	视频
15	1156675	27	视频
15	1134631	27	社交
15	1160523	26	社交
15	29071	25	赚钱
15	1113164	25	休闲游戏
16	1157376	2585	视频
16	27146	286	策略游戏
16	1163919	209	视频
16	1150973	44	社交
16	1116077	34	手机应用
16	1116468	33	视频
16	1137237	28	休闲游戏
16	1160523	24	社交
16	1153807	23	社交
16	1156675	23	视频
17	1157376	2591	视频
17	27146	301	策略游戏
17	1163919	189	视频
17	1150973	56	社交
17	1116077	43	手机应用
17	1156675	43	视频
17	1134631	36	社交
17	1116468	31	视频
17	1113164	30	休闲游戏
17	1160523	29	社交
18	1157376	2689	视频
18	27146	294	策略游戏
18	1163919	208	视频
18	1150973	56	社交
18	1134631	56	社交
18	1116077	52	手机应用
18	1156675	41	视频
18	1153807	37	社交
18	47683	37	游戏应用
18	1160523	34	社交
19	1157376	2764	视频
19	27146	315	策略游戏
19	1163919	214	视频
19	1147349	76	视频
19	1150973	56	社交
19	1134631	50	社交
19	1156675	50	视频
19	1116077	48	手机应用
19	1113164	38	休闲游戏
19	1116468	37	视频
20	1157376	3140	视频
20	27146	309	策略游戏
20	1163919	244	视频
20	1147349	79	视频
20	1150973	72	社交
20	1134631	55	社交
20	1156675	46	视频
20	29071	43	赚钱
20	1116468	43	视频
20	1153807	42	社交
21	1157376	3711	视频
21	27146	331	策略游戏
21	1163919	287	视频
21	1134631	79	社交
21	1150973	75	社交
21	1156675	53	视频
21	1147349	47	视频
21	1116468	46	视频
21	1160523	42	社交
21	1116077	42	手机应用
22	1157376	4451	视频
22	27146	361	策略游戏
22	1163919	266	视频
22	1134631	111	社交
22	1150973	75	社交
22	1156675	56	视频
22	1116077	55	手机应用
22	1153807	54	社交
22	1042367	44	其他
22	47683	42	游戏应用
23	1157376	4468	视频
23	27146	356	策略游戏
23	1163919	235	视频
23	1134631	75	社交
23	1150973	59	社交
23	1153807	49	社交
23	1156675	46	视频
23	47683	43	游戏应用
23	1160523	37	社交
23	1116468	35	视频
